ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
8399,3753003,Active,342868,"11HR Pas Mon-Sat 0800-1159 (Standard Rate), 1200-1900 (ParkSmart Rate)",Meeker Avenue Parking Field,Off Street,Brooklyn,MEEKER AVENUE,C,NORTH HENRY STREET,MONITOR STREET,40.7215877135627,-73.9419865608131,1000330.80444056,202175.721026391,POINT (-73.9419865608131 40.7215877135627)
12056,3903001,Active,342823,3HR Pas Mon-Sat 0700-2200,Bensonhurst #2,Off Street,Brooklyn,BAY 26 STREET,S,86 STREET,BENSON AVENUE,40.6033330588645,-73.9968301403557,985130.215747312,159086.915143803,POINT (-73.9968301403557 40.6033330588645)
366,3073086,Active,307429,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,86 STREET,N,BAY 23 STREET,20 AVENUE,40.6049103498444,-73.9985819955716,984643.746247798,159661.550149396,POINT (-73.9985819955716 40.6049103498444)
5089,1443024,Active,101448,3HR Com Mon-Fri 0600-1900,,On Street,Manhattan,WEST 38 STREET,S,8 AVENUE,9 AVENUE,40.7556168077465,-73.9939108786219,985936.988083884,214568.330099389,POINT (-73.9939108786219 40.7556168077465)
9274,3569927,Active,311262,6HR Pas Mon-Fri 0800-2200,,On Street,Brooklyn,CAMPUS ROAD,S,EAST 22 STREET,EAST 23 STREET,40.6313881740754,-73.955454060266,996614.446387723,169311.258212149,POINT (-73.955454060266 40.6313881740754)
10167,4072166,Active,422267,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,38 STREET,E,35 AVENUE,36 AVENUE,40.7551710661246,-73.9231119756457,1005551.92916889,214415.222137898,POINT (-73.9231119756457 40.7551710661246)
2745,1043116,Active,103306,3HR Com Mon-Fri 1000-1400 /2HR Pas Mon-Fri 1900-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,2 AVENUE,W,EAST 4 STREET,EAST 5 STREET,40.7265091345487,-73.9893087169938,987213.309022054,203963.602621228,POINT (-73.9893087169938 40.7265091345487)
1370,1443944,Active,103939,1HR Com Mon-Sat 1000-1400,,On Street,Manhattan,WEST 42 STREET,S,7 AVENUE,8 AVENUE,40.756188588392,-73.9875068054224,987711.203695551,214776.83657214,POINT (-73.9875068054224 40.756188588392)
12598,4233160,Active,412325,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,21 STREET,E,31 DRIVE,BROADWAY,40.7657891990159,-73.9310180544422,1003358.49359514,218281.930939898,POINT (-73.9310180544422 40.7657891990159)
4836,2083035,Active,213467,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,WHITE PLAINS ROAD,E,EAST 230 STREET,EAST 231 STREET,40.8916898410436,-73.8581833288157,1023459.95962572,264176.377208561,POINT (-73.8581833288157 40.8916898410436)
139,4303039,Active,407080,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,JAMAICA AVENUE,S,214 PLACE,VANDERVEER STREET,40.7167779534409,-73.7416938955168,1055855.20159364,200523.627545804,POINT (-73.7416938955168 40.7167779534409)
12711,1443984,Retired,106984,3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,WEST 40 STREET,N,AVENUE OF THE AMERICAS,BROADWAY,40.7539315375825,-73.9858120458415,988180.865157798,213954.591169387,POINT (-73.9858120458415 40.7539315375825)
6670,3131519,Active,316069,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,AVENUE O,S,WEST 11 STREET,WEST 10 STREET,40.6100911920854,-73.9844328780639,988572.285634801,161549.445979893,POINT (-73.9844328780639 40.6100911920854)
12608,1433767,Active,106183,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,MADISON AVENUE,W,EAST 53 STREET,EAST 54 STREET,40.7600433896557,-73.974111276511,991421.981378973,216182.079496562,POINT (-73.974111276511 40.7600433896557)
6356,1033076,Active,110707,2HR Pas Mon-Sat 0730-1900,,On Street,Manhattan,COLUMBUS AVENUE,E,WEST 80 STREET,WEST 81 STREET,40.782877703854,-73.974681435438,991261.62507239,224501.335495815,POINT (-73.974681435438 40.782877703854)
12058,1264931,Active,114552,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,2 AVENUE,E,EAST 90 STREET,EAST 91 STREET,40.7807126320404,-73.9495558541423,998220.259777144,223715.535558224,POINT (-73.9495558541423 40.7807126320404)
2890,1263033,Active,102010,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,1 AVENUE,W,EAST 64 STREET,EAST 65 STREET,40.7630421450558,-73.959612394021,995438.118687883,217276.143909484,POINT (-73.959612394021 40.7630421450558)
12491,4213075,Active,438814,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,39 AVENUE,N,CORPORAL STONE STREET,214 PLACE,40.7656237516826,-73.770503344205,1047822.31116338,218297.405974567,POINT (-73.770503344205 40.7656237516826)
13860,4283120,Active,442223,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,FRANCIS LEWIS BOULEVARD,E,27 AVENUE,28 AVENUE,40.7720765546719,-73.7944824314036,1041174.41960356,220631.876699314,POINT (-73.7944824314036 40.7720765546719)
1824,3123195,Active,305339,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,4 AVENUE,W,44 STREET,45 STREET,40.649706408324,-74.0094081326226,981639.337230384,175982.084765479,POINT (-74.0094081326226 40.649706408324)
1191,4073002,Active,420550,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,STEINWAY STREET,E,25 AVENUE,28 AVENUE,40.7660432063448,-73.9131479776714,1008308.53979738,218378.877268314,POINT (-73.9131479776714 40.7660432063448)
10260,2313050,Active,208012,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,MIDDLETOWN ROAD,N,CROSBY AVENUE,HOLLYWOOD AVENUE,40.8441388672716,-73.8297051470093,1031367.37622556,246865.755333811,POINT (-73.8297051470093 40.8441388672716)
10374,3163005,Active,310326,2 HR Pas Mon-Fri 0830-1200 /2 HR Pas Mon-Fri 1400-1900 /2 HR Pas Sat 0830-1900,,On Street,Brooklyn,NOSTRAND AVENUE,W,PARKSIDE AVENUE,CLARKSON AVENUE,40.6558028823484,-73.950029350261,998115.088071465,178207.013386473,POINT (-73.950029350261 40.6558028823484)
11446,3602968,Active,307396,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,CORTELYOU ROAD,S,CONEY ISLAND AVENUE,STRATFORD ROAD,40.6394083927282,-73.9682998555197,993047.83081755,172231.68806681,POINT (-73.9682998555197 40.6394083927282)
1169,1483082,Active,100120,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,PINE STREET,S,BROADWAY,NASSAU STREET,40.7078012394326,-74.01043840176,981355.970014974,197147.736331731,POINT (-74.01043840176 40.7078012394326)
2296,3063064,Active,302668,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,AVENUE U,S,EAST 22 STREET,EAST 23 STREET,40.5995882986415,-73.9489405122094,998429.139936805,157726.71937339,POINT (-73.9489405122094 40.5995882986415)
2307,3143020,Active,328102,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,4 AVENUE,E,3 STREET,5 STREET,40.6729264828616,-73.9863901518024,988025.282463714,184441.961546481,POINT (-73.9863901518024 40.6729264828616)
7891,2162872,Active,217168,2 HR Pas Mon-Sat 0930-1900,,On Street,Bronx,LAFAYETTE AVENUE,N,EAST TREMONT AVENUE,EDISON AVENUE,40.8298630043676,-73.8251214293904,1032645.98652922,241667.03672865,POINT (-73.8251214293904 40.8298630043676)
4572,3403114,Active,303097,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,NOSTRAND AVENUE,W,LEFFERTS AVENUE,LINCOLN ROAD,40.6618281769029,-73.9508338322723,997890.640685722,180402.069691896,POINT (-73.9508338322723 40.6618281769029)
3054,1273082,Active,114562,2HR Pas Mon-Sat 0830-2200,,On Street,Manhattan,EAST 86 STREET,S,3 AVENUE,2 AVENUE,40.7785171651298,-73.9534805807953,997133.750795305,222915.051266804,POINT (-73.9534805807953 40.7785171651298)
4102,1403054,Retired,102365,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 47 STREET,N,8 AVENUE,9 AVENUE,40.7614560483287,-73.9898447450558,987063.261749968,216695.860621229,POINT (-73.9898447450558 40.7614560483287)
4451,3573038,Active,322026,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,KNAPP STREET,W,AVENUE W,ALLEN AVENUE,40.5965376660164,-73.9334804394223,1002723.22124363,156618.177627221,POINT (-73.9334804394223 40.5965376660164)
13741,4263046,Active,426719,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,LINDEN STREET,N,60 PLACE,FRESH POND ROAD,40.709655342786,-73.8991689625688,1012204.45818664,197839.158505306,POINT (-73.8991689625688 40.709655342786)
9787,4151982,Active,420574,12HR Pas Mon-Sat 0700-1900,,On Street,Queens,33 STREET,E,QUEENS BOULEVARD,47 AVENUE,40.7430432486653,-73.9319515993943,1003106.33268213,209994.643380642,POINT (-73.9319515993943 40.7430432486653)
15279,1443082,Active,103601,3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,WEST 37 STREET,N,7 AVENUE,8 AVENUE,40.7535510631502,-73.9906614819333,986837.312070638,213815.791578233,POINT (-73.9906614819333 40.7535510631502)
3346,1433089,Active,107068,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 56 STREET,S,5 AVENUE,AVENUE OF THE AMERICAS,40.7632986929126,-73.9769714367105,990629.316297635,217367.872072473,POINT (-73.9769714367105 40.7632986929126)
9654,4122416,Active,468226,2 HR Pas Mon-Sat 0900-2200,,On Street,Queens,74 STREET,W,37 AVENUE,37 ROAD,40.7477639305546,-73.8916590865675,1014269.32774456,211725.778697893,POINT (-73.8916590865675 40.7477639305546)
14368,4293149,Active,436965,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,101 AVENUE,N,75 STREET,76 STREET,40.6797816692953,-73.8619976197354,1022527.0031583,186969.360363066,POINT (-73.8619976197354 40.6797816692953)
761,1238214,Active,111250,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,BROADWAY,E,WEST 204 STREET,WEST 207 STREET,40.8674117685973,-73.9217402897269,1005895.4222483,255308.835560471,POINT (-73.9217402897269 40.8674117685973)
4006,2083026,Active,205417,2 HR Pas Mon-Fri 1600-1900 / 2 HR Pas Sat 0830-1900,,On Street,Bronx,WHITE PLAINS ROAD,W,EAST 222 STREET,EAST 223 STREET,40.8861734126692,-73.8615123524906,1022542.71802188,262165.048554063,POINT (-73.8615123524906 40.8861734126692)
5858,3149785,Active,300955,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,13 STREET,S,5 AVENUE,6 AVENUE,40.6666081263149,-73.9880726812442,987558.873291552,182139.936951056,POINT (-73.9880726812442 40.6666081263149)
4465,1183051,Active,111741,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,MADISON AVENUE,W,EAST 80 STREET,EAST 81 STREET,40.7773772664702,-73.9614683382869,994921.690258801,222498.673818722,POINT (-73.9614683382869 40.7773772664702)
9887,4193070,Retired,467935,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,ROOSEVELT AVENUE,N,104 STREET,108 STREET,40.7500860881605,-73.8612739714943,1022687.15310048,212583.687415138,POINT (-73.8612739714943 40.7500860881605)
10786,3149814,Active,311596,2 HR Pas Mon-Sat 0930-1900,,On Street,Brooklyn,10 STREET,N,4 AVENUE,5 AVENUE,40.6687353299592,-73.9870251244459,987849.371398225,182914.978708059,POINT (-73.9870251244459 40.6687353299592)
2342,3213027,Active,318966,2 HR Pas Sat 0900-1900,,On Street,Brooklyn,UTICA AVENUE,W,ST JOHNS PLACE,LINCOLN PLACE,40.6699730120507,-73.9310817569324,1003368.31247313,183373.155613229,POINT (-73.9310817569324 40.6699730120507)
10639,2013062,Active,211055,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,GRAND CONCOURSE,W,EAST 180 STREET,EAST 181 STREET,40.8542223147043,-73.9024592108434,1011233.61859289,250508.761499226,POINT (-73.9024592108434 40.8542223147043)
102,1228440,Active,113014,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,WEST 145 STREET,N,AMSTERDAM AVENUE,BROADWAY,40.8261184874927,-73.9494939176384,998227.874591306,240258.492957816,POINT (-73.9494939176384 40.8261184874927)
2337,4443114,Active,444912,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,CROSS BAY BOULEVARD,W,156 AVENUE,157 AVENUE,40.6637696575828,-73.841211383124,1028302.94239381,181145.505212888,POINT (-73.841211383124 40.6637696575828)
9078,2131181,Active,205811,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,HOFFMAN STREET,W,EAST 187 STREET,EAST 188 STREET,40.8563089049394,-73.8882657230156,1015159.12386522,251273.675979897,POINT (-73.8882657230156 40.8563089049394)
3009,1443458,Planned,106133,3HR Com Mon-Sat 0800-1800,,On Street,Manhattan,WEST 28 STREET,S,7 AVENUE,8 AVENUE,40.7474526181525,-73.9939992073575,985912.72041589,211593.850484058,POINT (-73.9939992073575 40.7474526181525)
2110,3073044,Active,307057,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,86 STREET,N,BAY 20 STREET,19 AVENUE,40.6062794700273,-74.0008505937876,984013.815092966,160160.353941813,POINT (-74.0008505937876 40.6062794700273)
4825,3153011,Active,310382,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,CONEY ISLAND AVENUE,W,AVENUE I,AVENUE J,40.6254132292321,-73.9654197416317,993849.169766054,167133.177266479,POINT (-73.9654197416317 40.6254132292321)
12565,4123058,Active,466703,2 HR Pas Mon-Sat 0900-2200,,On Street,Queens,37 AVENUE,N,74 STREET,75 STREET,40.7490595673485,-73.8913695264662,1014348.9742388,212197.919813976,POINT (-73.8913695264662 40.7490595673485)
5594,1243109,Active,102088,3HR Com Mon-Sat 0900-1900,,On Street,Manhattan,GRAND STREET,N,CROSBY STREET,LAFAYETTE STREET,40.720336964694,-73.9995418477101,984376.998093635,201714.710137397,POINT (-73.9995418477101 40.720336964694)
2132,3631599,Active,307268,"2 HR Pas Mon-Sat 0830-1900 Jan-May, Sept-Dec /2 HR Pas Mon-Sat 0830-2400 June-Aug",,On Street,Brooklyn,SURF AVENUE,N,WEST 8 STREET,WEST 10 STREET,40.5755050764618,-73.9775068275101,990498.572136551,148949.26481548,POINT (-73.9775068275101 40.5755050764618)
1455,2133005,Active,206553,2 HR Pas Mon-Sat 1000-1900,,On Street,Bronx,CRESCENT AVENUE,S,BELMONT AVENUE,CAMBRELENG AVENUE,40.8541753812836,-73.8856840936158,1015874.29566322,250497.273661315,POINT (-73.8856840936158 40.8541753812836)
7855,1238235,Active,109909,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,BROADWAY,W,WEST 204 STREET,WEST 207 STREET,40.8674264806752,-73.9222195680624,1005762.85656856,255314.077675983,POINT (-73.9222195680624 40.8674264806752)
13691,4413026,Active,462543,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,QUEENS BOULEVARD,S,56 AVENUE,HOFFMAN DRIVE,40.7344249845532,-73.8743984698651,1019058.90084255,206872.368457228,POINT (-73.8743984698651 40.7344249845532)
4910,3053008,Active,318476,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,EAST 18 STREET,E,AVENUE P,KINGS HIGHWAY,40.6102821029253,-73.9556059132208,996576.194167644,161621.739142388,POINT (-73.9556059132208 40.6102821029253)
2032,1243011,Active,106321,2HR Pas Mon-Sat 1800-2200,,On Street,Manhattan,MULBERRY STREET,E,HESTER STREET,GRAND STREET,40.7185254284922,-73.9976543829383,984900.213910714,201054.72031565,POINT (-73.9976543829383 40.7185254284922)
5137,3013679,Active,342704,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,FRONT STREET,N,MAIN STREET,WASHINGTON STREET,40.7025796332467,-73.9902044790542,986966.005054727,195245.328063056,POINT (-73.9902044790542 40.7025796332467)
8155,1433277,Inactive,104616,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,EAST 56 STREET,S,LEXINGTON AVENUE,3 AVENUE,40.7600156938843,-73.9691867070407,992786.243742302,216172.43056573,POINT (-73.9691867070407 40.7600156938843)
12722,3063091,Active,323582,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,AVENUE U,N,EAST 21 STREET,EAST 22 STREET,40.5996014293333,-73.949966674243,998144.173643216,157731.338786721,POINT (-73.949966674243 40.5996014293333)
10178,3063086,Active,302543,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,AVENUE U,N,EAST 26 STREET,EAST 27 STREET,40.6000955016482,-73.9454536459618,999397.322055548,157912.090065643,POINT (-73.9454536459618 40.6000955016482)
7974,1023159,Active,104381,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,EAST BROADWAY,S,JEFFERSON STREET,CLINTON STREET,40.7141556222572,-73.9883097827377,987490.784845054,199462.874089897,POINT (-73.9883097827377 40.7141556222572)
6531,1443214,Active,103197,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,EAST 33 STREET,N,5 AVENUE,MADISON AVENUE,40.7474238266156,-73.9840902871587,988658.320239633,211583.7041789,POINT (-73.9840902871587 40.7474238266156)
11212,3083038,Active,305650,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,BRIGHTON BEACH AVENUE,N,CONEY ISLAND AVENUE,BRIGHTON 11 STREET,40.5781814281452,-73.9591561816878,995595.901180714,149926.169029638,POINT (-73.9591561816878 40.5781814281452)
7570,4173005,Active,405240,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,QUEENS BOULEVARD,S,62 AVENUE,63 AVENUE,40.7308190445152,-73.8649869608639,1021669.20631747,205562.493124232,POINT (-73.8649869608639 40.7308190445152)
5897,2093042,Active,214970,2 HR Pas Mon-Sat 0900-2000,,On Street,Bronx,WHITE PLAINS ROAD,W,MARAN PLACE,LYDIG AVENUE,40.8541722925065,-73.8678233687406,1020815.27593872,250503.100093231,POINT (-73.8678233687406 40.8541722925065)
1634,4211727,Active,437102,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,73 AVENUE,S,215 STREET,BELL BOULEVARD,40.7406239958566,-73.7587173747885,1051112.1940193,209197.993071064,POINT (-73.7587173747885 40.7406239958566)
6232,5063016,Active,509345,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,VICTORY BOULEVARD,N,RAYMOND AVENUE,SOUTH GREENLEAF AVENUE,40.6130233217167,-74.1243972084431,949712.050363302,162641.836839721,POINT (-74.1243972084431 40.6130233217167)
2779,1183101,Active,102214,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,MADISON AVENUE,W,EAST 62 STREET,EAST 63 STREET,40.7658084114174,-73.9699024495115,992587.235610142,218282.839074567,POINT (-73.9699024495115 40.7658084114174)
13403,3053033,Active,315476,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,OCEAN AVENUE,E,KINGS HIGHWAY,QUENTIN ROAD,40.6102343612892,-73.9533357957399,997206.51049231,161604.673231646,POINT (-73.9533357957399 40.6102343612892)
15010,1443242,Active,104454,3HR Com Mon-Fri 1000-1400 /2HR Pas Mon-Fri 1900-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,2 AVENUE,W,EAST 39 STREET,EAST 40 STREET,40.7483705973821,-73.9734108766008,991617.304807216,211929.360967889,POINT (-73.9734108766008 40.7483705973821)
8289,2163009,Active,211531,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,BLONDELL AVENUE,S,EASTCHESTER ROAD,POPLAR STREET,40.8457584548615,-73.8453503822075,1027037.59748356,247447.802398056,POINT (-73.8453503822075 40.8457584548615)
15419,4843009,Active,469384,6 HR Pas Mon-Sat 0600-2200,QueensBoro Hall,Off Street,Queens,126 STREET,E,UNION TURNPIKE,82 AVENUE,40.7142193944663,-73.8260254052138,1032479.49900131,199533.785693482,POINT (-73.8260254052138 40.7142193944663)
13855,4213050,Active,458688,2 HR Pas Mon-Sat 0900-1600,,On Street,Queens,NORTHERN BOULEVARD,S,214 PLACE,215 STREET,40.7602948594931,-73.7682477721772,1048452.25675389,216357.567006484,POINT (-73.7682477721772 40.7602948594931)
7692,1133040,Retired,101650,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,EAST 12 STREET,N,2 AVENUE,1 AVENUE,40.7302114131744,-73.9838794459952,988717.894923642,205312.688177645,POINT (-73.9838794459952 40.7302114131744)
11193,3503035,Inactive,336184,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,EAST 2 STREET,E,CHURCH AVENUE,BEVERLEY ROAD,40.6430470587797,-73.9782346528558,990290.269075468,173556.511532649,POINT (-73.9782346528558 40.6430470587797)
2073,1289728,Active,112731,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,EAST 116 STREET,S,LEXINGTON AVENUE,3 AVENUE,40.7982597967983,-73.9409796956536,1000591.07721397,230110.053280979,POINT (-73.9409796956536 40.7982597967983)
5261,3091411,Inactive,303826,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,85 STREET,N,3 AVENUE,4 AVENUE,40.6238006281113,-74.028286917613,976397.615430385,166545.037038565,POINT (-74.028286917613 40.6238006281113)
14607,2303008,Retired,222611,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,EAST AVENUE,W,PARKCHESTER ROAD,YANKEE MALL,40.8356662210963,-73.8605904576231,1022826.91364773,243763.751367226,POINT (-73.8605904576231 40.8356662210963)
4263,3543022,Active,307018,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,AVENUE U,S,WEST 6 STREET,WEST 5 STREET,40.5965226202911,-73.9768079034503,990690.704954386,156606.534605891,POINT (-73.9768079034503 40.5965226202911)
11373,1433842,Inactive,102740,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,EAST 44 STREET,N,3 AVENUE,2 AVENUE,40.7518856968474,-73.9729524991524,991743.916430637,213210.063787058,POINT (-73.9729524991524 40.7518856968474)
14802,1133054,Active,103338,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,EAST 6 STREET,S,2 AVENUE,1 AVENUE,40.7265016762492,-73.9865179349782,987986.832081303,203960.992062137,POINT (-73.9865179349782 40.7265016762492)
5330,4072169,Active,420536,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,38 STREET,W,35 AVENUE,36 AVENUE,40.7547062913091,-73.9236135010259,1005413.12859347,214245.768080473,POINT (-73.9236135010259 40.7547062913091)
8664,2173006,Active,200703,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,WESTCHESTER AVENUE,S,EAST 177 STREET,PUGSLEY AVENUE,40.8333588173848,-73.8586697781876,1023359.75313322,242923.93152456,POINT (-73.8586697781876 40.8333588173848)
